Student_ID_random,Course_ID,time,Concentration,Cluster,Academic_year,Period
1200,SSC1009,20081,SSC,Governance,2008-2009,1
1845,SKI2049,20071,NA,Skills,2007-2008,1
1946,SKI1006,20084,NA,NA,2008-2009,4
17,SSC3017,20174,SSC,Business,2017-2018,4
2015,SCI2012,20094,SCI,Globalization & SD,2009-2010,4
1402,SSC1001,20081,NA,NA,2008-2009,1
1899,PRO2003,20133,NA,Skills,2013-2014,3
2053,PRO1012,20176,NA,Methods,2017-2018,6
194,HUM2003,20161,HUM,Sociology,2016-2017,1
357,PRO1011,20126,NA,NA,2012-2013,6
512,SAS3002,20124,SSC,NA,2012-2013,4
18,SKI2049,20131,NA,Skills,2013-2014,1
1464,PRO2004,20086,NA,Skills,2008-2009,6
2022,SSC3051,20145,SSC,Int. Relations,2014-2015,5
1908,COR1003,20124,NA,History,2012-2013,4
21,UGR2001,20151,NA,Methods,2015-2016,1
227,SSC2041,20111,NA,NA,2011-2012,1
2007,SKI1004,20144,NA,Methods,2014-2015,4
1733,SSC2061,20162,SSC,Methods,2016-2017,2
2208,SSC1002,20071,NA,NA,2007-2008,1
146,COR1004,20172,NA,Philosophy,2017-2018,2
1861,SKI1009,20145,NA,Skills,2014-2015,5
1903,SAS3001,20164,SSC,NA,2016-2017,4
1119,PRO2004,20123,NA,Skills,2012-2013,3
1369,COR1003,20084,NA,History,2008-2009,4
850,SKI2026,20091,NA,NA,2009-2010,1
588,SSC3036,20161,SSC,Int. Relations,2016-2017,1
756,SCI2019,20095,SCI,Mathematics,2009-2010,5
2051,SAH2001,20151,HUM,NA,2015-2016,1
2132,PRO1012,20156,NA,Methods,2015-2016,6
1872,COR1003,20151,NA,History,2015-2016,1
1866,SKI2085,20131,NA,Methods,2013-2014,1
1730,SKI1008,20161,NA,Skills,2016-2017,1
2490,SSC2046,20101,SSC,Globalization & SD,2010-2011,1
836,SCI1009,20171,SCI,Biomedical Sciences,2017-2018,1
915,SKI1008,20151,NA,Skills,2015-2016,1
2410,SSC2052,20164,SSC,Economics,2016-2017,4
2455,EBC2050,20104,NA,NA,2010-2011,4
1662,SKI2005,20114,NA,Methods,2011-2012,4
287,COR1003,20081,NA,History,2008-2009,1
454,SKI1004,20114,NA,Methods,2011-2012,4
2491,COR1004,20135,NA,Philosophy,2013-2014,5
1592,CAP3000,20124,NA,NA,2012-2013,4
1303,SSC1001,20081,NA,NA,2008-2009,1
1380,COR1004,20092,NA,Philosophy,2009-2010,2
2282,SSC3032,20115,SSC,Int. Relations,2011-2012,5
1391,PRO2003,20123,NA,Skills,2012-2013,3
921,UCEXTE1183,20082,NA,NA,2008-2009,2
50,SKI1007,20071,NA,NA,2007-2008,1
1766,PRO1010,20176,NA,Skills,2017-2018,6
2384,UCLCLC218,20071,NA,NA,2007-2008,1
72,SKI1004,20104,NA,Methods,2010-2011,4
322,SKI1009,20162,NA,Skills,2016-2017,2
778,SAS2002,20121,SSC,NA,2012-2013,1
946,SSC2046,20131,SSC,Globalization & SD,2013-2014,1
2541,PRO1011,20136,NA,NA,2013-2014,6
135,COR1005,20144,NA,Methods,2014-2015,4
1902,SCI3048,20125,SCI,Biomedical Sciences,2012-2013,5
1556,CAP3000,20161,NA,NA,2016-2017,1
669,SSC1009,20161,SSC,Governance,2016-2017,1
982,SAS3004,20111,SSC,NA,2011-2012,1
2492,SKI1005,20165,NA,Methods,2016-2017,5
2232,SKI1004,20154,NA,Methods,2015-2016,4
1727,SCI1009,20111,SCI,Biomedical Sciences,2011-2012,1
984,PRO1009,20071,NA,NA,2007-2008,1
1890,SAE0001,20104,NA,NA,2010-2011,4
304,CAP3000,20164,NA,NA,2016-2017,4
1517,HUM3036,20071,HUM,Cultural Studies,2007-2008,1
1930,SSC3052,20155,SSC,Int. Relations,2015-2016,5
1510,SSC2042,20165,SSC,International Law,2016-2017,5
993,SKI2007,20164,NA,Skills,2016-2017,4
2083,HUM1003,20071,HUM,Cultural Studies,2007-2008,1
1504,PRO3008,20093,NA,Skills,2009-2010,3
700,HUM3041,20094,HUM,Literature,2009-2010,4
1448,SSC2042,20155,SSC,International Law,2015-2016,5
2088,SSC1005,20161,SSC,Psychology,2016-2017,1
1273,SCI2018,20142,SCI,Mathematics,2014-2015,2
637,COR1005,20124,NA,Methods,2012-2013,4
2159,PRO2004,20133,NA,Skills,2013-2014,3
252,SKI1004,20124,NA,Methods,2012-2013,4
1913,COR1002,20105,NA,Philosophy,2010-2011,5
2214,UGR3002,20154,NA,Skills,2015-2016,4
590,COR1003,20121,NA,History,2012-2013,1
1324,PRO3006,20133,NA,Skills,2013-2014,3
1086,SKI2007,20144,NA,Skills,2014-2015,4
502,SKI2005,20114,NA,Methods,2011-2012,4
951,COR1002,20175,NA,Philosophy,2017-2018,5
1958,PRO2011,20153,NA,Skills,2015-2016,3
1232,SCI1005,20145,SCI,Computer Science,2014-2015,5
2423,SSC2037,20084,SSC,Int. Relations,2008-2009,4
2409,SKI1008,20124,NA,Skills,2012-2013,4
1235,SKI1009,20092,NA,Skills,2009-2010,2
700,SAE0002,20091,NA,NA,2009-2010,1
829,PRO3008,20106,NA,Skills,2010-2011,6
2252,PRO1011,20116,NA,NA,2011-2012,6
1920,SKI3052,20122,NA,Methods,2012-2013,2
2358,SAS3001,20151,SSC,NA,2015-2016,1
1188,COR1003,20084,NA,History,2008-2009,4
933,PRO2004,20163,NA,Skills,2016-2017,3
1911,HUM3045,20121,HUM,Philosophy,2012-2013,1
1826,PRO2004,20153,NA,Skills,2015-2016,3
2145,PRO2003,20126,NA,Skills,2012-2013,6
51,SSC3050,20122,SSC,Int. Relations,2012-2013,2
1770,SKI2056,20104,NA,NA,2010-2011,4
145,SKI2083,20135,NA,Skills,2013-2014,5
1884,SSC2026,20135,NA,NA,2013-2014,5
783,SAH2001,20104,HUM,NA,2010-2011,4
658,COR1003,20164,NA,History,2016-2017,4
849,SKI1005,20165,NA,Methods,2016-2017,5
669,SSC3036,20171,SSC,Int. Relations,2017-2018,1
197,SKI2007,20134,NA,Skills,2013-2014,4
1924,COR1004,20071,NA,Philosophy,2007-2008,1
2195,SSC2036,20122,SSC,Business,2012-2013,2
1097,PRO3011,20176,NA,Skills,2017-2018,6
2430,SSC1007,20164,SSC,International Law,2016-2017,4
1451,HUM2051,20144,HUM,Philosophy,2014-2015,4
1936,SAS3002,20131,SSC,NA,2013-2014,1
1295,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
1105,COR1005,20071,NA,Methods,2007-2008,1
578,HUM2043,20175,HUM,Cultural Studies,2017-2018,5
1463,HUM2043,20145,HUM,Cultural Studies,2014-2015,5
181,SKI1004,20134,NA,Methods,2013-2014,4
306,COR1004,20165,NA,Philosophy,2016-2017,5
644,SCI2002,20171,SCI,Mathematics,2017-2018,1
1247,COR1004,20071,NA,Philosophy,2007-2008,1
570,SKI2084,20145,NA,Skills,2014-2015,5
2201,COR1004,20145,NA,Philosophy,2014-2015,5
1713,SCI2002,20071,SCI,Mathematics,2007-2008,1
1229,COR1005,20134,NA,Methods,2013-2014,4
1831,SKI1009,20092,NA,Skills,2009-2010,2
824,SSC2046,20171,SSC,Globalization & SD,2017-2018,1
842,SSC3011,20071,SSC,Governance,2007-2008,1
1737,SSC2055,20112,SSC,Business,2011-2012,2
807,PRO1010,20163,NA,Skills,2016-2017,3
1222,SKI1004,20154,NA,Methods,2015-2016,4
1694,SAH1001,20171,HUM,NA,2017-2018,1
1194,HUM3042,20105,HUM,Literature,2010-2011,5
231,SKI2083,20125,NA,Skills,2012-2013,5
2140,SKI1008,20161,NA,Skills,2016-2017,1
2259,COR1005,20101,NA,Methods,2010-2011,1
1463,COR1004,20122,NA,Philosophy,2012-2013,2
1350,SSC1026,20084,NA,NA,2008-2009,4
1798,SSC1027,20172,SSC,Economics,2017-2018,2
89,COR1005,20174,NA,Methods,2017-2018,4
2082,SSC1001,20111,NA,NA,2011-2012,1
2423,SSC2041,20091,NA,NA,2009-2010,1
2318,SKI2064,20082,NA,NA,2008-2009,2
1901,PRO3008,20071,NA,Skills,2007-2008,1
2319,SKI1008,20091,NA,Skills,2009-2010,1
2074,SSC3010,20111,NA,NA,2011-2012,1
1528,HUM2031,20165,HUM,Cultural Studies,2016-2017,5
1188,HUM1003,20084,HUM,Cultural Studies,2008-2009,4
1143,SCI3048,20105,SCI,Biomedical Sciences,2010-2011,5
2064,CAP3000,20124,NA,NA,2012-2013,4
437,SKI1007,20082,NA,NA,2008-2009,2
1385,SSC2037,20094,SSC,Int. Relations,2009-2010,4
673,SSC2046,20161,SSC,Globalization & SD,2016-2017,1
608,SSC1009,20071,SSC,Governance,2007-2008,1
1354,SCI2034,20122,SCI,Psychology,2012-2013,2
1108,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
1419,UCLCLC211,20081,NA,NA,2008-2009,1
1267,SSC1005,20171,SSC,Psychology,2017-2018,1
1789,PRO1010,20163,NA,Skills,2016-2017,3
744,HUM1014,20154,HUM,Literature,2015-2016,4
1167,SSC2057,20124,NA,NA,2012-2013,4
553,SAS2001,20131,SSC,NA,2013-2014,1
812,HUM3029,20174,HUM,Literature,2017-2018,4
1355,SCI2035,20132,SCI,Biomedical Sciences,2013-2014,2
197,PRO1010,20123,NA,Skills,2012-2013,3
419,LAN2000,20164,NA,NA,2016-2017,4
1340,SAS3002,20121,SSC,NA,2012-2013,1
1966,SSC1027,20155,SSC,Economics,2015-2016,5
1324,PRO1011,20116,NA,NA,2011-2012,6
1850,SKI2049,20154,NA,Skills,2015-2016,4
236,HUM2003,20151,HUM,Sociology,2015-2016,1
1960,SSC2039,20112,SSC,Philosophy,2011-2012,2
305,SSC3050,20132,SSC,Int. Relations,2013-2014,2
2404,SKI1004,20164,NA,Methods,2016-2017,4
881,SKI1009,20102,NA,Skills,2010-2011,2
280,UCEXTE0968,20071,NA,NA,2007-2008,1
1505,SKI1005,20071,NA,Methods,2007-2008,1
2512,EXT0002,20142,NA,NA,2014-2015,2
1418,COR1004,20175,NA,Philosophy,2017-2018,5
398,PRO3006,20071,NA,Skills,2007-2008,1
112,SKI1008,20171,NA,Skills,2017-2018,1
778,SKI1009,20102,NA,Skills,2010-2011,2
1639,SCI1016,20112,SCI,Globalization & SD,2011-2012,2
1504,SKI2049,20091,NA,Skills,2009-2010,1
902,SSC1001,20081,NA,NA,2008-2009,1
1946,PRO1010,20086,NA,Skills,2008-2009,6
2440,COR1003,20094,NA,History,2009-2010,4
1699,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
2466,SSC1029,20161,SSC,Sociology,2016-2017,1
2271,SIK2002,20144,NA,NA,2014-2015,4
1574,SKI2083,20105,NA,Skills,2010-2011,5
816,HUM2057,20162,HUM,History,2016-2017,2
210,SSC2063,20165,SSC,Psychology,2016-2017,5
2276,SKI1005,20095,NA,Methods,2009-2010,5
1168,SKI1005,20071,NA,Methods,2007-2008,1
1444,SAS2003,20131,SSC,NA,2013-2014,1
2117,SSC2008,20125,SSC,Business,2012-2013,5
1700,SSC3037,20102,NA,NA,2010-2011,2
1655,SSC2046,20081,SSC,Globalization & SD,2008-2009,1
1260,COR1003,20154,NA,History,2015-2016,4
2012,UCEXTE1256,20082,NA,NA,2008-2009,2
449,SKI2083,20145,NA,Skills,2014-2015,5
140,SKI1005,20125,NA,Methods,2012-2013,5
282,COR1005,20091,NA,Methods,2009-2010,1
1579,SKI1006,20081,NA,NA,2008-2009,1
1283,HUM1003,20071,HUM,Cultural Studies,2007-2008,1
990,COR1004,20071,NA,Philosophy,2007-2008,1
192,SSC1005,20151,SSC,Psychology,2015-2016,1
873,PRO3009,20106,NA,Methods,2010-2011,6
1326,COR1005,20174,NA,Methods,2017-2018,4
2037,SSC2046,20161,SSC,Globalization & SD,2016-2017,1
888,SCI1006,20105,NA,NA,2010-2011,5
1663,SSC3032,20142,SSC,Int. Relations,2014-2015,2
194,SSC2004,20155,SSC,Psychology,2015-2016,5
882,PRO3009,20163,NA,Methods,2016-2017,3
956,UCLCLC227,20084,NA,NA,2008-2009,4
1216,SSC3040,20165,SSC,Sociology,2016-2017,5
749,PRO2003,20093,NA,Skills,2009-2010,3
1775,SCI3048,20135,SCI,Biomedical Sciences,2013-2014,5
158,SSC3040,20155,SSC,Sociology,2015-2016,5
145,SSC1006,20125,SSC,Int. Relations,2012-2013,5
1164,PRO2004,20116,NA,Skills,2011-2012,6
1366,SSC3052,20155,SSC,Int. Relations,2015-2016,5
218,CAP3000,20144,NA,NA,2014-2015,4
1018,SCI1010,20151,SCI,Mathematics,2015-2016,1
1163,PRO1011,20116,NA,NA,2011-2012,6
978,SSC1027,20162,SSC,Economics,2016-2017,2
248,PRO3008,20166,NA,Skills,2016-2017,6
221,COR1005,20171,NA,Methods,2017-2018,1
1088,SKI2005,20144,NA,Methods,2014-2015,4
305,COR1003,20114,NA,History,2011-2012,4
2535,SKI2007,20111,NA,Skills,2011-2012,1
2482,SSC2037,20174,SSC,Int. Relations,2017-2018,4
2156,PRO1011,20136,NA,NA,2013-2014,6
534,SKI1009,20132,NA,Skills,2013-2014,2
1974,HUM1012,20161,HUM,Cultural Studies,2016-2017,1
2337,SCI2022,20161,SCI,Biomedical Sciences,2016-2017,1
2080,SAE0001,20091,NA,NA,2009-2010,1
1840,CAP3000,20071,NA,NA,2007-2008,1
87,SAS3001,20164,SSC,NA,2016-2017,4
554,SSC2037,20154,SSC,Int. Relations,2015-2016,4
938,CAP3000,20124,NA,NA,2012-2013,4
439,PRO2004,20116,NA,Skills,2011-2012,6
473,SKI1004,20084,NA,Methods,2008-2009,4
1079,SSC3018,20175,SSC,Methods,2017-2018,5
1106,PRO1010,20173,NA,Skills,2017-2018,3
602,SSC2006,20114,SSC,Psychology,2011-2012,4
2502,PRO2003,20083,NA,Skills,2008-2009,3
2211,SKI1004,20174,NA,Methods,2017-2018,4
1052,PRO1010,20173,NA,Skills,2017-2018,3
2064,HUM2025,20095,NA,NA,2009-2010,5
1155,PRO2003,20093,NA,Skills,2009-2010,3
1788,PRO1010,20123,NA,Skills,2012-2013,3
624,SSC1025,20114,SSC,Governance,2011-2012,4
1562,HUM3040,20122,HUM,Sociology,2012-2013,2
603,COR1003,20161,NA,History,2016-2017,1
485,COR1004,20132,NA,Philosophy,2013-2014,2
2479,SKI2007,20164,NA,Skills,2016-2017,4
1399,HUM2046,20141,HUM,Sociology,2014-2015,1
858,PRO3009,20173,NA,Methods,2017-2018,3
1764,SSC1009,20091,SSC,Governance,2009-2010,1
2198,SCI1030,20122,NA,NA,2012-2013,2
502,COR1004,20105,NA,Philosophy,2010-2011,5
178,HUM2005,20161,HUM,History,2016-2017,1
114,SKI2007,20164,NA,Skills,2016-2017,4
572,COR1004,20155,NA,Philosophy,2015-2016,5
2532,COR1005,20114,NA,Methods,2011-2012,4
1676,SKI1008,20161,NA,Skills,2016-2017,1
1845,CAP3000,20086,NA,NA,2008-2009,6
778,SSC2036,20112,SSC,Business,2011-2012,2
2521,SSC2019,20092,SSC,Psychology,2009-2010,2
282,SKI2085,20111,NA,Methods,2011-2012,1
2148,SSC1007,20162,SSC,International Law,2016-2017,2
2281,COR1002,20085,NA,Philosophy,2008-2009,5
123,HUM2003,20151,HUM,Sociology,2015-2016,1
5,SKI1008,20131,NA,Skills,2013-2014,1
1705,SSC1003,20141,SSC,Sociology,2014-2015,1
2499,PRO1012,20146,NA,Methods,2014-2015,6
1799,PRO3009,20173,NA,Methods,2017-2018,3
1345,SSC1026,20071,NA,NA,2007-2008,1
750,SAS3002,20171,SSC,NA,2017-2018,1
44,HUM1003,20094,HUM,Cultural Studies,2009-2010,4
539,COR1005,20084,NA,Methods,2008-2009,4
1337,SSC3023,20134,SSC,Philosophy,2013-2014,4
1621,SKI3051,20071,NA,Skills,2007-2008,1
1481,PRO2004,20163,NA,Skills,2016-2017,3
602,SKI1005,20115,NA,Methods,2011-2012,5
15,SSC1029,20161,SSC,Sociology,2016-2017,1
225,CAP3000,20151,NA,NA,2015-2016,1
888,SCI2034,20112,SCI,Psychology,2011-2012,2
1703,COR1004,20155,NA,Philosophy,2015-2016,5
954,COR1004,20155,NA,Philosophy,2015-2016,5
1755,SKI1005,20095,NA,Methods,2009-2010,5
2027,CAP3000,20141,NA,NA,2014-2015,1
148,HUM2003,20171,HUM,Sociology,2017-2018,1
173,COR1004,20165,NA,Philosophy,2016-2017,5
950,UCEXTE1083,20071,NA,NA,2007-2008,1
2107,SCI3006,20144,SCI,Mathematics,2014-2015,4
668,SSC2019,20082,SSC,Psychology,2008-2009,2
1208,SSC1027,20115,SSC,Economics,2011-2012,5
1338,SCI2035,20172,SCI,Biomedical Sciences,2017-2018,2
419,SSC2046,20161,SSC,Globalization & SD,2016-2017,1
67,SSC2028,20102,SSC,Sociology,2010-2011,2
1900,SKI2007,20071,NA,Skills,2007-2008,1
1618,SSC2027,20101,SSC,Sociology,2010-2011,1
225,SKI1005,20125,NA,Methods,2012-2013,5
579,SKI2049,20071,NA,Skills,2007-2008,1
312,SKI1008,20154,NA,Skills,2015-2016,4
1811,SKI3052,20152,NA,Methods,2015-2016,2
2411,CAP3000,20101,NA,NA,2010-2011,1
1643,SSC1006,20095,SSC,Int. Relations,2009-2010,5
157,SKI3052,20095,NA,Methods,2009-2010,5
188,SSC1001,20121,NA,NA,2012-2013,1
1513,SKI2083,20105,NA,Skills,2010-2011,5
616,SCI2033,20114,SCI,Computer Science,2011-2012,4
283,SSC2059,20144,SSC,Sociology,2014-2015,4
1873,SKI2007,20164,NA,Skills,2016-2017,4
1636,HUM2031,20155,HUM,Cultural Studies,2015-2016,5
2272,EBC2051,20091,NA,NA,2009-2010,1
860,HUM2003,20101,HUM,Sociology,2010-2011,1
1925,SAH3001,20141,HUM,NA,2014-2015,1
927,SKI1005,20135,NA,Methods,2013-2014,5
310,SKI2002,20071,NA,NA,2007-2008,1
1358,SCI1005,20145,SCI,Computer Science,2014-2015,5
700,PRO3008,20093,NA,Skills,2009-2010,3
1805,SSC2034,20115,SSC,International Law,2011-2012,5
2400,CAP3000,20104,NA,NA,2010-2011,4
1260,PRO2003,20166,NA,Skills,2016-2017,6
130,SSC2019,20132,SSC,Psychology,2013-2014,2
1942,SKI2000,20114,NA,Skills,2011-2012,4
1144,HUM1002,20082,NA,NA,2008-2009,2
1955,CAP3000,20131,NA,NA,2013-2014,1
1866,SCI1016,20142,SCI,Globalization & SD,2014-2015,2
381,PRI3008,20105,NA,NA,2010-2011,5
625,SCI3046,20175,SCI,Psychology,2017-2018,5
147,SKI2083,20125,NA,Skills,2012-2013,5
940,SKI3050,20091,NA,Skills,2009-2010,1
1862,COR1002,20115,NA,Philosophy,2011-2012,5
703,EXT0001,20164,NA,NA,2016-2017,4
1131,SKI1008,20141,NA,Skills,2014-2015,1
968,SKI1004,20094,NA,Methods,2009-2010,4
2284,UGR3001,20161,NA,Methods,2016-2017,1
1981,SKI1007,20071,NA,NA,2007-2008,1
1657,SAE0003,20101,NA,NA,2010-2011,1
632,SKI2007,20141,NA,Skills,2014-2015,1
226,SAS2002,20151,SSC,NA,2015-2016,1
770,COR1002,20092,NA,Philosophy,2009-2010,2
1576,PRO2003,20146,NA,Skills,2014-2015,6
976,HUM1013,20102,HUM,History,2010-2011,2
1481,SSC3049,20161,SSC,International Law,2016-2017,1
403,COR1002,20071,NA,Philosophy,2007-2008,1
835,SKI1005,20155,NA,Methods,2015-2016,5
888,PRO2003,20093,NA,Skills,2009-2010,3
1209,SSC2006,20114,SSC,Psychology,2011-2012,4
993,COR1004,20172,NA,Philosophy,2017-2018,2
2379,HUM1007,20092,HUM,Philosophy,2009-2010,2
1600,SCI2012,20134,SCI,Globalization & SD,2013-2014,4
2411,SSC3002,20095,SSC,Int. Relations,2009-2010,5
246,SKI2049,20154,NA,Skills,2015-2016,4
270,COR1004,20162,NA,Philosophy,2016-2017,2
1247,SSC3011,20071,SSC,Governance,2007-2008,1
2205,SKI1006,20071,NA,NA,2007-2008,1
702,COR1004,20135,NA,Philosophy,2013-2014,5
594,SSC2046,20101,SSC,Globalization & SD,2010-2011,1
61,EXT0001,20091,NA,NA,2009-2010,1
638,SKI1008,20091,NA,Skills,2009-2010,1
1899,SKI2007,20131,NA,Skills,2013-2014,1
839,SSC3018,20145,SSC,Methods,2014-2015,5
1518,SKI2049,20161,NA,Skills,2016-2017,1
1263,SSC3011,20164,SSC,Governance,2016-2017,4
2406,SCI2012,20094,SCI,Globalization & SD,2009-2010,4
298,HUM2003,20081,HUM,Sociology,2008-2009,1
2329,HUM2021,20124,HUM,History,2012-2013,4
418,SSC1001,20111,NA,NA,2011-2012,1
1732,SKI1005,20142,NA,Methods,2014-2015,2
202,SKI2083,20135,NA,Skills,2013-2014,5
212,SAC2001,20131,SCI,NA,2013-2014,1
510,SKI1009,20135,NA,Skills,2013-2014,5
944,HUM1003,20094,HUM,Cultural Studies,2009-2010,4
34,SKI1005,20125,NA,Methods,2012-2013,5
2335,PRO1011,20136,NA,NA,2013-2014,6
1260,SKI3002,20172,NA,Skills,2017-2018,2
2052,COR1005,20121,NA,Methods,2012-2013,1
1372,COR1004,20092,NA,Philosophy,2009-2010,2
893,SKI3002,20162,NA,Skills,2016-2017,2
1790,SSC2046,20171,SSC,Globalization & SD,2017-2018,1
246,SSC2037,20154,SSC,Int. Relations,2015-2016,4
1,SKI2083,20085,NA,Skills,2008-2009,5
1490,SAS3001,20134,SSC,NA,2013-2014,4
1615,SSC3040,20105,SSC,Sociology,2010-2011,5
1825,PRO2004,20153,NA,Skills,2015-2016,3
2468,SAS3002,20161,SSC,NA,2016-2017,1
879,HUM2007,20145,HUM,History,2014-2015,5
2416,SAS3001,20161,SSC,NA,2016-2017,1
1888,SSC1006,20095,SSC,Int. Relations,2009-2010,5
1796,CAP3000,20154,NA,NA,2015-2016,4
1013,COR1002,20071,NA,Philosophy,2007-2008,1
2206,SSC2038,20084,SSC,Economics,2008-2009,4
1826,SSC1007,20142,SSC,International Law,2014-2015,2
457,PRO3009,20173,NA,Methods,2017-2018,3
1837,HUM1011,20081,HUM,Cultural Studies,2008-2009,1
819,COR1004,20095,NA,Philosophy,2009-2010,5
701,PRO1011,20096,NA,NA,2009-2010,6
1655,HUM2001,20081,NA,NA,2008-2009,1
871,PRO2004,20143,NA,Skills,2014-2015,3
377,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
771,SKI2084,20162,NA,Skills,2016-2017,2
688,SAS3004,20121,SSC,NA,2012-2013,1
1815,SSC1005,20121,SSC,Psychology,2012-2013,1
2459,PRO1010,20113,NA,Skills,2011-2012,3
243,PRO1010,20093,NA,Skills,2009-2010,3
518,PSY3312,20104,NA,NA,2010-2011,4
772,COR1003,20121,NA,History,2012-2013,1
2360,HUM3050,20172,HUM,Cultural Studies,2017-2018,2
68,COR1003,20091,NA,History,2009-2010,1
702,PRO3008,20156,NA,Skills,2015-2016,6
1357,UCEXTE0786,20071,NA,NA,2007-2008,1
2289,SSC2043,20165,SSC,Economics,2016-2017,5
1183,CAP3000,20134,NA,NA,2013-2014,4
1984,SKI3051,20122,NA,Skills,2012-2013,2
2345,SSC3049,20161,SSC,International Law,2016-2017,1
1292,SAS1001,20141,SSC,NA,2014-2015,1
2521,SKI1004,20094,NA,Methods,2009-2010,4
2363,SCI1006,20105,NA,NA,2010-2011,5
266,COR1004,20142,NA,Philosophy,2014-2015,2
2058,SSC3033,20132,SSC,Economics,2013-2014,2
640,SKI1009,20092,NA,Skills,2009-2010,2
1915,SKI2085,20111,NA,Methods,2011-2012,1
652,SKI1008,20161,NA,Skills,2016-2017,1
2383,HUM2043,20155,HUM,Cultural Studies,2015-2016,5
775,SKI1008,20111,NA,Skills,2011-2012,1
2183,SKI1009,20102,NA,Skills,2010-2011,2
2218,HUM2022,20102,HUM,Cultural Studies,2010-2011,2
1179,COR1005,20111,NA,Methods,2011-2012,1
409,SKI1009,20162,NA,Skills,2016-2017,2
1662,SSC1025,20114,SSC,Governance,2011-2012,4
2206,SCI2021,20081,NA,NA,2008-2009,1
2349,SSC2060,20145,SSC,International Law,2014-2015,5
1085,SAH2001,20144,HUM,NA,2014-2015,4
465,HUM2011,20071,NA,NA,2007-2008,1
97,SSC3023,20124,SSC,Philosophy,2012-2013,4
1824,COR1003,20081,NA,History,2008-2009,1
2061,SSC1026,20122,NA,NA,2012-2013,2
1748,SSC1025,20134,SSC,Governance,2013-2014,4
1738,SSC3037,20102,NA,NA,2010-2011,2
356,COR1005,20121,NA,Methods,2012-2013,1
1850,SKI1004,20144,NA,Methods,2014-2015,4
2187,PRO2003,20071,NA,Skills,2007-2008,1
1603,SAS2001,20171,SSC,NA,2017-2018,1
12,SKI1008,20111,NA,Skills,2011-2012,1
1514,SSC3047,20162,SSC,Globalization & SD,2016-2017,2
2019,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
2479,SKI1005,20155,NA,Methods,2015-2016,5
550,SAS3002,20141,SSC,NA,2014-2015,1
1177,SSC2019,20071,SSC,Psychology,2007-2008,1
2264,SCI1016,20102,SCI,Globalization & SD,2010-2011,2
1443,SSC3036,20141,SSC,Int. Relations,2014-2015,1
2201,SSC2064,20154,SSC,Governance,2015-2016,4
2446,SSC2018,20134,SSC,Business,2013-2014,4
2399,CAP3000,20154,NA,NA,2015-2016,4
206,SKI2002,20082,NA,NA,2008-2009,2
283,SSC1028,20132,NA,NA,2013-2014,2
1199,SSC1025,20084,SSC,Governance,2008-2009,4
115,SSC1006,20165,SSC,Int. Relations,2016-2017,5
423,PRO3008,20156,NA,Skills,2015-2016,6
1995,SSC3033,20132,SSC,Economics,2013-2014,2
2468,SAS1001,20161,SSC,NA,2016-2017,1
80,HUM1005,20081,NA,NA,2008-2009,1
1623,SAC1003,20161,SCI,NA,2016-2017,1
2402,HUM1011,20091,HUM,Cultural Studies,2009-2010,1
575,PRO2003,20133,NA,Skills,2013-2014,3
2284,PRO1012,20143,NA,Methods,2014-2015,3
2400,SSC3037,20112,NA,NA,2011-2012,2
1902,SCI2020,20111,NA,NA,2011-2012,1
1812,COR1002,20175,NA,Philosophy,2017-2018,5
2369,SKI2028,20101,NA,NA,2010-2011,1
1034,SSC3036,20161,SSC,Int. Relations,2016-2017,1
1922,SSC1025,20071,SSC,Governance,2007-2008,1
1389,SKI2085,20121,NA,Methods,2012-2013,1
616,KEN3235,20132,NA,NA,2013-2014,2
2145,COR1005,20104,NA,Methods,2010-2011,4
279,COR1004,20071,NA,Philosophy,2007-2008,1
768,COR1002,20155,NA,Philosophy,2015-2016,5
1888,SSC1025,20094,SSC,Governance,2009-2010,4
842,UCEXTE0861,20071,NA,NA,2007-2008,1
292,SSC3012,20132,SSC,Int. Relations,2013-2014,2
2051,PRO2004,20143,NA,Skills,2014-2015,3
921,SSC3002,20071,SSC,Int. Relations,2007-2008,1
604,SKI1009,20172,NA,Skills,2017-2018,2
1573,COR1004,20115,NA,Philosophy,2011-2012,5
72,SSC1001,20101,NA,NA,2010-2011,1
192,HUM2046,20161,HUM,Sociology,2016-2017,1
2445,HUM2051,20154,HUM,Philosophy,2015-2016,4
2038,SSC2027,20144,SSC,Sociology,2014-2015,4
1434,SSC2037,20174,SSC,Int. Relations,2017-2018,4
1623,SCI2018,20142,SCI,Mathematics,2014-2015,2
120,PRO2004,20173,NA,Skills,2017-2018,3
301,SAC2001,20171,SCI,NA,2017-2018,1
2431,SSC2053,20125,SSC,Governance,2012-2013,5
1716,COR1005,20164,NA,Methods,2016-2017,4
685,SKI2049,20081,NA,Skills,2008-2009,1
2136,SSC3032,20105,SSC,Int. Relations,2010-2011,5
590,SSC3040,20145,SSC,Sociology,2014-2015,5
777,COR1003,20161,NA,History,2016-2017,1
1743,SSC1006,20071,SSC,Int. Relations,2007-2008,1
